decision_id,scope,source_report,priority,current_label,normalized_label,sample_count,batch,signer_id,landmark_path,stickman_video_path,frame_count,left_hand_frame_pct,right_hand_frame_pct,both_hands_missing_frame_pct,label_flags,sample_flags,issue_flags,recommended_action,selected_action,target_label,review_status,notes
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/ME.mp4,13,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 1,235,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/ME.mp4,10,100.0,100.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/ME.mp4,20,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/ME.mp4,10,80.0,80.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/ME.mp4,51,0.0,64.71,35.29,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/ME.mp4,15,0.0,86.67,13.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/ME.mp4,45,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 2,165,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/ME.mp4,55,0.0,16.36,83.64,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MIND.npy,sample,review_candidates.csv,medium,MIND,mind,2,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MIND.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MIND.mp4,31,0.0,38.71,61.29,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MINE.npy,sample,review_candidates.csv,medium,MINE,mine,21,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/MINE.mp4,10,100.0,70.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MINE.npy,sample,review_candidates.csv,medium,MINE,mine,21,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MINE.mp4,25,0.0,44.0,56.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MINE.npy,sample,review_candidates.csv,medium,MINE,mine,21,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MINE.mp4,28,0.0,75.0,25.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/MINE.npy,sample,review_candidates.csv,medium,MINE,mine,21,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/MINE.mp4,15,0.0,86.67,13.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MISTAKE.npy,sample,review_candidates.csv,medium,MISTAKE,mistake,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MISTAKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MISTAKE.mp4,24,0.0,20.83,79.17,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MONEY.npy,sample,review_candidates.csv,medium,MONEY,money,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/MONEY.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/MONEY.mp4,40,0.0,52.5,47.5,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/MOTHER.npy,sample,review_candidates.csv,medium,MOTHER,mother,4,Batch 1,201,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/MOTHER.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/MOTHER.mp4,9,77.78,88.89,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MOTHER.npy,sample,review_candidates.csv,medium,MOTHER,mother,4,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MOTHER.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MOTHER.mp4,48,0.0,12.5,87.5,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MOUNTAIN.npy,sample,review_candidates.csv,medium,MOUNTAIN,mountain,1,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MOUNTAIN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MOUNTAIN.mp4,28,0.0,78.57,21.43,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/MUSHROOM.npy,sample,review_candidates.csv,medium,MUSHROOM,mushroom,1,Batch 2,165,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/MUSHROOM.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/MUSHROOM.mp4,80,0.0,90.0,10.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/MYSELF.npy,sample,review_candidates.csv,medium,MYSELF,myself,1,Batch 2,173,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/MYSELF.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/MYSELF.mp4,17,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/NICE.npy,sample,review_candidates.csv,medium,NICE,nice,6,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/NICE.mp4,16,50.0,0.0,50.0,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/147/Extract/Landmarks/NICE.npy,sample,review_candidates.csv,medium,NICE,nice,6,Batch 2,147,KSL-Dataset/Pose Data/Batch 2/147/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 2/147/Extract/Stickmans/NICE.mp4,28,0.0,67.86,32.14,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/NICE.npy,sample,review_candidates.csv,medium,NICE,nice,6,Batch 2,174,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/NICE.mp4,34,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/NICE TWIST.npy,sample,review_candidates.csv,medium,NICE TWIST,nicetwist,1,Batch 2,76,KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/NICE TWIST.npy,KSL-Dataset/Pose Data/Batch 2/76/Extract/Stickmans/NICE TWIST.mp4,39,74.36,64.1,23.08,contains_space;contains_unexpected_characters;single_sample,,label:contains_space;label:contains_unexpected_characters;label:single_sample,rename_label_review,keep,,pending,multiword or non-standard label; keep for now and review naming later
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/NO.npy,sample,review_candidates.csv,medium,NO,no,3,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/NO.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/NO.mp4,16,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/NO.npy,sample,review_candidates.csv,medium,NO,no,3,Batch 2,173,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/NO.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/NO.mp4,12,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/NOSTRIL.npy,sample,review_candidates.csv,medium,NOSTRIL,nostril,1,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/NOSTRIL.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/NOSTRIL.mp4,88,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/NURSE.npy,sample,review_candidates.csv,medium,NURSE,nurse,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/NURSE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/NURSE.mp4,24,0.0,37.5,62.5,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/OF.npy,sample,review_candidates.csv,medium,OF,of,5,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/OF.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/OF.mp4,17,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/OF.npy,sample,review_candidates.csv,medium,OF,of,5,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/OF.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/OF.mp4,9,0.0,100.0,0.0,,short_sequence;left_hand_missing_all_frames,sample:short_sequence;sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/OLD.npy,sample,review_candidates.csv,medium,OLD,old,5,Batch 1,201,KSL-Dataset/Pose Data/Batch 1/201/Extract/Landmarks/OLD.npy,KSL-Dataset/Pose Data/Batch 1/201/Extract/Stickmans/OLD.mp4,7,57.14,71.43,14.29,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PAPER.npy,sample,review_candidates.csv,medium,PAPER,paper,3,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PAPER.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/PAPER.mp4,15,0.0,86.67,13.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PASS.npy,sample,review_candidates.csv,medium,PASS,pass,3,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/PASS.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/PASS.mp4,19,10.53,0.0,89.47,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/PAST.npy,sample,review_candidates.csv,medium,PAST,past,23,Batch 1,205,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/PAST.mp4,38,0.0,52.63,47.37,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PAST.npy,sample,review_candidates.csv,medium,PAST,past,23,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PAST.mp4,24,0.0,25.0,75.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/PAST.npy,sample,review_candidates.csv,medium,PAST,past,23,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/PAST.mp4,24,0.0,41.67,58.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/PAST.npy,sample,review_candidates.csv,medium,PAST,past,23,Batch 2,173,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/PAST.mp4,26,0.0,50.0,50.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PLEASE.npy,sample,review_candidates.csv,medium,PLEASE,please,4,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PLEASE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PLEASE.mp4,19,0.0,78.95,21.05,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PROBLEM.npy,sample,review_candidates.csv,medium,PROBLEM,problem,3,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/PROBLEM.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/PROBLEM.mp4,25,64.0,0.0,36.0,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/PUNCH.npy,sample,review_candidates.csv,medium,PUNCH,punch,1,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/PUNCH.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/PUNCH.mp4,39,0.0,46.15,53.85,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/QUESTION.npy,sample,review_candidates.csv,medium,QUESTION,question,2,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/QUESTION.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/QUESTION.mp4,28,0.0,100.0,0.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/QUESTIONMARK.npy,sample,review_candidates.csv,medium,QUESTIONMARK,questionmark,1,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/QUESTIONMARK.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/QUESTIONMARK.mp4,28,0.0,96.43,3.57,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/RACE.npy,sample,review_candidates.csv,medium,RACE,race,2,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/RACE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/RACE.mp4,11,45.45,81.82,18.18,low_sample_count,short_sequence,sample:short_sequence;label:low_sample_count,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/REFUSE.npy,sample,review_candidates.csv,medium,REFUSE,refuse,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/REFUSE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/REFUSE.mp4,22,0.0,72.73,27.27,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/REMARKS.npy,sample,review_candidates.csv,medium,REMARKS,remarks,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/REMARKS.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/REMARKS.mp4,17,0.0,23.53,76.47,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SALUTE.npy,sample,review_candidates.csv,medium,SALUTE,salute,1,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SALUTE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SALUTE.mp4,26,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/SAY.npy,sample,review_candidates.csv,medium,SAY,say,1,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/SAY.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/SAY.mp4,28,0.0,75.0,25.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SELF.npy,sample,review_candidates.csv,medium,SELF,self,3,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SELF.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/SELF.mp4,20,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SELF.npy,sample,review_candidates.csv,medium,SELF,self,3,Batch 2,149,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SELF.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/SELF.mp4,29,0.0,96.55,3.45,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/SHE.npy,sample,review_candidates.csv,medium,SHE,she,13,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/SHE.mp4,26,0.0,34.62,65.38,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHE.npy,sample,review_candidates.csv,medium,SHE,she,13,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/SHE.mp4,15,0.0,66.67,33.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SHE.npy,sample,review_candidates.csv,medium,SHE,she,13,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/SHE.mp4,29,0.0,86.21,13.79,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHOUT.npy,sample,review_candidates.csv,medium,SHOUT,shout,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/SHOUT.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/SHOUT.mp4,24,0.0,91.67,8.33,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/SICK.npy,sample,review_candidates.csv,medium,SICK,sick,2,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/SICK.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/SICK.mp4,26,0.0,80.77,19.23,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/SILENCE.npy,sample,review_candidates.csv,medium,SILENCE,silence,1,Batch 2,166,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/SILENCE.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/SILENCE.mp4,42,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/SILENT.npy,sample,review_candidates.csv,medium,SILENT,silent,2,Batch 1,205,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/SILENT.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/SILENT.mp4,29,0.0,79.31,20.69,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
